object_id,spec_obj_id,ra,dec,class,label,split
1237646586103465469,1.4051657649267937e+18,89.8225069526935,-0.484418725456973,STAR,0,train
1237646586102415943,1.4028815295368663e+18,87.4525276279311,-0.556382153242201,STAR,0,val
1237648702969021144,4.253869013204228e+18,189.184525480381,-1.07285875172111,GALAXY,1,val
1237646645693448400,1.4028757571008205e+18,87.0775398306404,-1.10706259290505,STAR,0,train
1237646587714209118,1.405282862915152e+18,90.2430362138934,0.677417352912204,STAR,0,train
1237648702973018270,3.321652448329994e+17,198.357282355441,-1.12623148330788,GALAXY,1,train
1237646587177600995,1.4052938580314296e+18,90.8191238781991,0.294080786548749,STAR,0,train
1237648702977279055,4.5486816222922895e+18,208.080584464326,-1.09859684900889,GALAXY,1,train
1237646791699595409,8.171844031963486e+18,101.046333964669,-0.846807941134502,STAR,0,test
1237646588250686693,1.405233384891902e+18,89.2502123551703,1.20941218256294,STAR,0,train
1237648702970659478,4.334816714581891e+18,193.028794807406,-1.24891616050561,GALAXY,1,train
1237646794381460400,1.4176724088772628e+18,95.4789525699249,1.3055689366718,STAR,0,train
1237646586639286849,8.170685972230724e+18,87.5353520184452,-0.0106899586008848,GALAXY,1,val
1237646585566397767,1.4051577934674924e+18,89.492969554519,-0.8484292678038,STAR,0,train
1237648702979703077,1.031480760093141e+18,213.577748697374,-1.20405212659008,GALAXY,1,train
1237648702966464889,3.231665674309079e+17,183.345437960577,-1.15866953296407,GALAXY,1,val
1237648702974001723,4.5589856952771113e+18,200.611744010184,-1.10779602643586,GALAXY,1,test
1237646588249375183,8.170838529469078e+18,86.2202544734986,1.21576001767763,STAR,0,train
1237646748744483052,8.973664529762488e+17,72.2966127677491,-1.13141763730017,STAR,0,train
1237646587176551698,1.4041717762162954e+18,88.3127929406723,0.26748762560137,STAR,0,val
1237646586638958659,1.4040717206581678e+18,86.7028598977934,-0.0267185813274409,STAR,0,test
1237648702972952828,3.3217486555974246e+17,198.165459401233,-1.11109844594992,GALAXY,1,train
1237646794375234203,8.175233001644644e+18,81.2383815978689,1.3749524960238,QSO,2,train
1237646587712439996,8.170832207277218e+18,86.173349109831,0.810771630388524,STAR,0,train
1237645943978721589,8.040363315576443e+17,55.9765967305602,0.955268189356681,GALAXY,1,train
1237648720134866255,1.410201000763486e+19,129.524139648566,-0.870074516248041,QSO,2,train
1237646794377855986,8.170903675533023e+18,87.2108774991616,1.28246886859375,GALAXY,1,train
1237648704589856908,4.542080704738253e+18,212.56588930418,0.0543133287557438,QSO,2,train
1237648720139977289,1.4124421353110264e+19,141.148408369612,-1.02555872386293,QSO,2,train
1237645943979835611,1.3985329345913426e+18,58.4314298648011,0.986518213019884,GALAXY,1,train
1237646379932125744,1.417574002586577e+18,94.7604941246618,-0.797703375228302,QSO,2,test
1237645942905045292,1.83763225058636e+18,56.1074243089963,0.219118990183263,GALAXY,1,train
1237646586637517637,1.4006354718931292e+18,83.5146415784069,-0.132108562975823,STAR,0,train
1237645943978590452,1.30279075625097e+18,55.6556214005078,0.983725533782905,GALAXY,1,train
1237646587173667987,1.400709688928004e+18,81.7399697666461,0.22216149171882,STAR,0,train
1237646587176091890,8.170901751387675e+18,87.3314478071023,0.399199140552731,STAR,0,train
1237648702967316983,4.252774449328445e+18,185.385045300255,-1.10273627373826,GALAXY,1,train
1237646587712831729,1.4040978340593275e+18,87.0919968570104,0.789047045807146,GALAXY,1,train
1237646646765879472,1.4017930011470991e+18,84.0781418647335,-0.28204381410554,STAR,0,test
1237645943978918522,2.9702894994535485e+18,56.357856254132,0.932365559200461,GALAXY,1,train
1237648702983372849,4.529668587699591e+18,221.986283677273,-1.1588996245665,QSO,2,val
1237646794375168710,8.175231352377203e+18,81.0875393026371,1.27548116564443,STAR,0,train
1237648674531706100,3.8858722881886e+17,242.898034371407,0.270195612582869,GALAXY,1,train
1237648702982717921,4.5331150068465234e+18,220.505774418056,-1.09730373173975,QSO,2,train
1237648704596411217,4.521615494760127e+18,227.48940583489,0.129623382919242,QSO,2,test
1237648702974067498,4.560004942690277e+18,200.829008053921,-1.18542841594938,GALAXY,1,train
1237646586638566802,8.17076183853304e+18,85.9055431010454,-0.107137139000292,STAR,0,test
1237646794374644118,8.175296223563241e+18,79.8201676610107,1.33807718043496,STAR,0,train
1237648705134854995,4.5173304179517256e+18,231.20964839034,0.592843022133259,QSO,2,val
1237648705132823113,4.521838970498472e+18,226.443235834055,0.492968072904676,QSO,2,train
1237646646761160926,8.973634293192724e+17,73.1855545786524,-0.252237842280749,QSO,2,train
1237646795989516646,8.38914986305784e+18,119.965239982173,-0.699727599378528,STAR,0,train
1237648702966595930,4.252697758392408e+18,183.735656276492,-1.22632743034834,QSO,2,train
1237648705655472358,4.334948930855131e+18,194.079313359494,0.890611480803008,QSO,2,train
1237645943978852596,2.972530035631614e+18,56.3000167923473,1.02906840392217,GALAXY,1,train
1237648705123647534,3.3677714108766e+17,205.486968153869,0.502875343513599,QSO,2,train
1237648702967447983,4.252784344933096e+18,185.602588187701,-1.16355799603203,GALAXY,1,train
1237646588249702574,1.4040964596697928e+18,87.097556156882,1.0979898221082,GALAXY,1,train
1237646794381396156,1.4176583901040087e+18,95.3538765594616,1.42816589994729,STAR,0,train
1237648704055935349,3.457145212198195e+17,219.365855770835,-0.395426347859316,QSO,2,train
1237646798138573844,5.391044148253186e+18,123.536374545309,0.982097223988465,QSO,2,val
1237646586102285121,8.170703014660954e+18,87.2064735414542,-0.479943624877302,STAR,0,val
1237648702971707625,4.561138259904977e+18,195.29966399613,-1.11411873329679,GALAXY,1,train
1237648720140566803,4.2414156696469074e+18,142.520752523857,-0.982312303034924,QSO,2,train
1237648704586843051,4.552205282600835e+18,205.705530509716,0.117564453768103,QSO,2,train
1237646585565676948,1.4040346121407304e+18,87.7571769221479,-0.98257310390844,STAR,0,train
1237648704586842769,4.552204732845021e+18,205.648776429007,0.0769064636972018,QSO,2,test
1237646587176092415,1.4041288952628122e+18,87.2908148140057,0.285557332194098,GALAXY,1,train
1237648704054231571,4.535252462416976e+18,215.371603678393,-0.407779696063578,QSO,2,train
1237648675603808673,3.8632745757942784e+17,239.159410391704,1.14460509296858,GALAXY,1,train
1237648704592282597,4.531916539591678e+18,218.147779739065,0.0615544803893019,QSO,2,val
1237646586640008533,1.4051883049151631e+18,89.0967002641549,-0.129819128879916,STAR,0,train
1237646794381328813,1.4176490442551726e+18,95.1116071914548,1.29598235675373,STAR,0,train
1237648705652457765,5.350340223833496e+18,187.060442671289,0.95805091491546,QSO,2,train
1237648673995556016,3.8960290273534976e+17,244.497993098686,-0.0654217437934476,GALAXY,1,train
1237648702970659273,4.2549847427795087e+18,192.909720924648,-1.07589791001978,QSO,2,train
1237645943979311315,1.721621403242883e+18,57.3416221261871,0.921909884997365,STAR,0,train
1237646587709949189,8.175259664801618e+18,80.4629126550401,0.737156063992719,GALAXY,1,train
1237648703505957017,3.265508628454707e+17,189.349457238937,-0.702783196226669,QSO,2,train
1237648705129808361,4.531999002963761e+18,219.595634612301,0.625235703274024,QSO,2,train
1237646587169538698,8.974824514529792e+17,72.397614358846,0.332700142151707,QSO,2,train
1237648702973149993,4.508192651590523e+18,198.643366414662,-1.08257465893841,GALAXY,1,train
1237648703515721968,4.5466098634475663e+18,211.726820174966,-0.823191528548636,QSO,2,train
1237648702982194038,4.533047386881415e+18,219.3124777331,-1.13058087562273,QSO,2,train
1237646586100384379,2.332915516936579e+18,82.9005256438215,-0.600705586516769,QSO,2,test
1237646647304389341,8.170659858829564e+18,87.8210533845991,0.213654479297557,STAR,0,train
1237648704058229263,4.5250105072757207e+18,224.493997331412,-0.231845672982936,QSO,2,train
1237646748744352252,8.97375523947178e+17,71.9663332513653,-1.13128084831425,STAR,0,val
1237648673994637494,3.8848305009212826e+17,242.43542049776,-0.070052568541633,GALAXY,1,train
1237646794375168948,8.175231077499296e+18,81.065797775966,1.35053488044535,GALAXY,1,val
1237648705120370987,4.562420294875372e+18,198.000705416877,0.475658289934922,QSO,2,train
1237645943978328360,2.970223253877975e+18,55.0698427925186,0.9625284028028,STAR,0,val
1237646587713618803,1.4052155178279506e+18,88.7655217533153,0.824043212500631,STAR,0,test
1237648702973476909,3.333351251881759e+17,199.444222289094,-1.15225638659707,GALAXY,1,train
1237648704583762281,4.508295730805627e+18,198.637510677435,0.110344918508628,QSO,2,train
1237648702967120355,4.33026913032866e+18,184.930599436541,-1.23234088704844,GALAXY,1,train
1237648702973149326,3.321520506934661e+17,198.651545946347,-1.10837626534562,GALAXY,1,train
1237648705668383019,6.057723919513948e+17,223.573667682446,1.02893655248752,QSO,2,test
1237648705124172169,4.552264656228735e+18,206.739885500675,0.461870048007593,QSO,2,train
1237646587713028476,8.170898177974884e+18,87.4452511950086,0.765368995630422,STAR,0,train
1237648675034759209,3.1200075004355584e+17,165.651739534936,0.693523773110603,GALAXY,1,train
1237646587177666064,1.4063557115033948e+18,90.9478915329541,0.387331583378882,STAR,0,train
1237648705653506627,4.332703179563358e+18,189.539452774432,0.93011961438556,QSO,2,train
1237648674511127261,4.561238590341012e+18,195.96417356087,0.314413909352132,GALAXY,1,test
1237646645687025915,8.97365353464621e+17,72.3468701138314,-1.1813996528431,QSO,2,train
1237648703519850781,3.4683877184244326e+17,221.107156302482,-0.649757377348091,QSO,2,train
1237646646760767529,8.973845949181071e+17,72.3019917387744,-0.354253294272031,STAR,0,val
1237648674510995921,3.3006462290207744e+17,195.66484686542,0.404636206268616,QSO,2,val
1237646381542670881,1.4175555857668116e+18,94.5973109777286,0.500819199945047,STAR,0,train
1237648702973804760,3.3328867082190234e+17,200.136928142031,-1.18656805834246,GALAXY,1,train
1237648673993392350,3.862274020213002e+17,239.514934679486,-0.124238866669572,GALAXY,1,val
1237648673994637758,3.88484149603756e+17,242.409480408363,-0.0191544117150919,GALAXY,1,test
1237648675604726452,3.874577555495588e+17,241.302276769737,1.07357571373442,GALAXY,1,train
1237648702978327603,4.546544167627807e+18,210.551751346042,-1.1169347480263,GALAXY,1,train
1237648675067986449,3.8746820091002266e+17,241.494650008633,0.69605006365956,GALAXY,1,train
1237646587713094307,8.17092016820744e+18,87.7026922097668,0.737995808759881,STAR,0,test
1237648674511061237,3.300624238788219e+17,195.714612658328,0.332823156000351,QSO,2,train
1237648702978196425,4.550023022384536e+18,210.168763563197,-1.25203476737379,GALAXY,1,test
1237646586639090347,8.170708787097e+18,87.0107792688391,-0.0711472633041998,QSO,2,val
1237646795989451420,8.389158934028769e+18,119.867444218035,-0.838164993232305,STAR,0,train
1237646587173930020,1.4007500959803249e+18,82.4358752661802,0.307828355808781,STAR,0,test
1237648702970659621,4.2549855674132296e+18,192.979172789724,-1.09156607924339,GALAXY,1,train
1237648674511520381,3.311468222045491e+17,196.838151649237,0.294294550479927,GALAXY,1,train
1237648702967382095,4.330215529136806e+18,185.498576656235,-1.13355805756902,GALAXY,1,train
1237645943978328742,2.971363997544114e+18,55.1066629285708,0.954879274153984,GALAXY,1,train
1237646586100057224,1.4006865991838208e+18,82.0689622866062,-0.441496841821584,STAR,0,train
1237648704040599798,4.252716724967987e+18,184.215683505279,-0.288672249190386,QSO,2,val
1237648702992286119,3.8847123034212966e+17,242.341865097892,-1.11146592664939,QSO,2,train
1237646587712570701,1.4030195182461522e+18,86.49741341033,0.822579331329642,STAR,0,train
1237648673459339959,4.098798264474931e+17,246.034378113226,-0.473284059283995,GALAXY,1,val
1237648704053313872,4.541911105069669e+18,213.326969830488,-0.351825059375328,QSO,2,train
1237646795985650295,8.387957167534397e+18,111.089618388754,-0.85345125150995,STAR,0,train
1237648703518933309,4.5317914701440174e+18,219.080300498343,-0.81539604076241,QSO,2,val
1237648702978654353,1.0303534868872828e+18,211.307467372784,-1.24947399762736,GALAXY,1,train
1237645942904520914,1.1970075663039468e+18,54.9236340251032,0.221918217172192,STAR,0,val
1237648705133151280,4.521884875108932e+18,227.287325130507,0.492694309789851,QSO,2,train
1237646798138245945,5.391000167788075e+18,122.79373481361,0.860261699677526,GALAXY,1,test
1237648702973542935,4.508147571613784e+18,199.490363658357,-1.15435914418156,GALAXY,1,train
1237648702974329492,4.559029125986408e+18,201.382150745323,-1.11101685929809,GALAXY,1,val
1237645943978590565,1.8375904691445043e+18,55.626796642041,1.01339902856997,GALAXY,1,train
1237648674510995595,4.561206979381713e+18,195.635229081047,0.345150105674301,GALAXY,1,train
1237645943978852621,1.1958506056633815e+18,56.1733043386735,0.992851881384012,GALAXY,1,train
1237648702984880193,3.4909607471719424e+17,225.428914056832,-1.18428358636135,QSO,2,test
1237648702971511000,3.299120656637235e+17,194.971220988488,-1.14889184214326,GALAXY,1,train
1237645943978787195,8.040498005750845e+17,56.0165268979109,0.862771102155849,GALAXY,1,test
1237646586640402058,1.4051663146826076e+18,89.9850457546595,-0.173023809942437,STAR,0,train
1237648705667596568,6.046445678656492e+17,221.712668773304,0.924124205131861,QSO,2,val
1237648720141156732,4.241494284728293e+18,143.900566201256,-0.895378781832697,QSO,2,train
1237645941824357025,4.110775821756816e+18,40.2847510935017,-0.767710946671086,GALAXY,1,train
1237646794381066589,1.417612760371456e+18,94.4980155347996,1.26629078998126,STAR,0,train
1237648704577994995,4.331479422131788e+18,185.468527147364,0.113811990949558,QSO,2,train
1237648702972756115,3.322089504202035e+17,197.798415719136,-1.18098672435604,GALAXY,1,test
1237648704588808609,4.5454592290253926e+18,210.259817565113,0.0350183947199685,QSO,2,train
1237648704580747460,4.3336308862413926e+18,191.781743257617,0.151857663341405,QSO,2,test
1237645943978393752,1.709228532925753e+18,55.2033327433326,0.954118814803233,STAR,0,train
1237648702978064597,3.389189942851932e+17,209.908238168693,-1.15639497948398,GALAXY,1,test
1237646380469191122,1.4175368940691397e+18,95.1831339496989,-0.308713748919616,STAR,0,train
1237648704052592865,3.40084197471316e+17,211.625433626419,-0.327656641096645,QSO,2,train
1237648702975639897,3.3552260308509696e+17,204.293768986651,-1.15018198053606,GALAXY,1,val
1237646798138639454,5.391054318735743e+18,123.657002350386,0.898584928838377,GALAXY,1,train
1237648704041779881,4.269628863104178e+18,187.005665194683,-0.292741442211993,QSO,2,train
1237648674511126636,4.5612286947363615e+18,195.860181602598,0.225224854052518,GALAXY,1,train
1237648702975770697,3.3671666794813235e+17,204.687961710188,-1.23935924328884,GALAXY,1,train
1237648705137475904,3.851990837546455e+17,237.097193460488,0.53671218931266,QSO,2,train
1237646795989582114,8.389137218674121e+18,120.101039543224,-0.72027999424397,STAR,0,train
1237646797063456019,5.342487240919767e+18,120.350945554788,0.0422486385998379,GALAXY,1,val
1237648705119256635,4.561203131091016e+18,195.567212199845,0.50892914573282,QSO,2,train
1237646795985322642,8.388021214086715e+18,110.347450157395,-0.831036078927034,STAR,0,train
1237645943978852749,2.9702804284826194e+18,56.265761808713,0.891881683256811,GALAXY,1,train
1237646588248064812,2.310468436813179e+18,83.3548618378643,1.2248308134368,STAR,0,train
1237648702979113153,1.0314246850001244e+18,212.229911661246,-1.16018387252871,GALAXY,1,train
1237645943978918275,1.7092815843617935e+18,56.3924686374079,0.988690909408216,GALAXY,1,val
1237648702967775552,4.269587081662322e+18,186.377849082094,-1.11398928185264,GALAXY,1,val
1237646586102875245,1.4052064468570214e+18,88.5251813580568,-0.435946445749314,STAR,0,train
1237646588251210945,1.4052935831535227e+18,90.5376559286266,1.18305781741848,STAR,0,test
1237646748752020337,1.4051602673686548e+18,89.5670847266022,-0.920381597451025,STAR,0,train
1237648702968693245,4.253836027855395e+18,188.54351452635,-1.08396302410714,GALAXY,1,train
1237646587709948506,8.175261863824873e+18,80.4706747482816,0.83090097716022,GALAXY,1,train
1237648674534719840,3.9198526918573466e+17,249.820693919846,0.410282709493804,GALAXY,1,train
1237648705120698562,4.508303977142835e+18,198.833065905241,0.489095414449516,QSO,2,val
1237645943973675270,4.776306090723006e+18,44.376405268069,1.03838450709146,QSO,2,val
1237648702978588867,4.545281657897507e+18,211.101766585884,-1.15633594269777,QSO,2,train
1237646382079541728,1.4176185328075018e+18,94.5825707830548,0.983113774371273,STAR,0,train
1237646586639614786,1.4040189441000346e+18,88.17653009992,-0.0808264987783738,STAR,0,train
1237648704589267773,4.542026004034771e+18,211.263077216267,0.0497444103585079,QSO,2,train
1237646791699531524,8.171854752201857e+18,101.016405917104,-0.757912564881461,STAR,0,test
1237648704050495627,4.552034308542716e+18,206.919441910511,-0.217908690564009,QSO,2,train
1237646646223765598,8.97380471749503e+17,72.0404698062849,-0.798985851011018,STAR,0,val
1237646381005931009,1.417548438941231e+18,94.877662700758,0.11927657404798,STAR,0,train
1237648705135706757,4.515064874628569e+18,233.099393924878,0.491401170176314,QSO,2,train
1237646587176289391,8.170924841131858e+18,87.7468234956634,0.30059718751129,STAR,0,test
1237646587711914872,1.4029604194961592e+18,84.9546931172457,0.762855781401674,STAR,0,train
1237648703517622858,4.5398662832531927e+18,215.99447518624,-0.730623783562548,QSO,2,train
1237648673997062491,3.919006067903959e+17,247.966776808433,-0.0907882389381604,GALAXY,1,train
1237646585565742444,1.4040194938558484e+18,87.9798098903382,-0.882033035881633,STAR,0,train
1237648702973477818,4.508148671125412e+18,199.426759898015,-1.16413737634229,GALAXY,1,train
1237645943978918048,8.040602459355484e+17,56.3129179583576,1.0351042384904,QSO,2,train
1237645943978590282,8.254209823278914e+18,55.6351766043088,1.04641323747082,STAR,0,train
1237645943978328568,2.970225727779137e+18,55.0409079054712,0.965356093251184,GALAXY,1,train
1237646587177403191,1.4052847870605005e+18,90.3661856418653,0.34163997752847,STAR,0,test
1237648674534261345,3.919454118892278e+17,248.685871081048,0.402134430433048,GALAXY,1,train
1237646798138246900,5.390999618032261e+18,122.825840800038,0.85810049087896,GALAXY,1,train
1237648704581533950,4.33491484599467e+18,193.527117202813,0.151249964271645,QSO,2,train
1237648705123451339,4.552167349449677e+18,205.089259298468,0.573603586703167,QSO,2,train
1237645943978590633,2.970236722895416e+18,55.5610250432879,0.916562030859765,GALAXY,1,test
1237646379932647529,1.4175184772493742e+18,95.8778531657349,-0.698427855868368,STAR,0,test
1237646382079804915,1.4176361249935462e+18,95.2055559607477,0.908189328050695,STAR,0,test
1237646793310472532,8.172033697719278e+18,101.75139325315,0.416487978542474,QSO,2,train
1237648675071132738,3.919360660403917e+17,248.783087081706,0.802443800376718,GALAXY,1,val
1237648702975836680,3.367243645295268e+17,204.741007508268,-1.20327141778913,GALAXY,1,val
1237646588246885228,8.175253067731851e+18,80.6275099016597,1.20509994044766,STAR,0,train
1237646587176092489,1.4041266962395566e+18,87.3213280733181,0.423922988947553,STAR,0,val
1237648673994637788,3.884838747258491e+17,242.422944397297,-0.142489105779887,GALAXY,1,train
1237646586636796262,1.4007212338000955e+18,81.8139083257475,-0.0270236501716111,STAR,0,train
1237648702978785416,3.400885955178271e+17,211.472284513868,-1.24564193151785,GALAXY,1,train
1237646792765342155,2.310463763888761e+18,82.9247756071617,-0.0322577513306202,STAR,0,train
1237648705114079451,4.330366162229811e+18,183.763038670323,0.580720059903111,QSO,2,test
1237646793309947993,8.171967177265797e+18,100.513212714048,0.521192881245784,STAR,0,train
1237648720141484248,4.241525071053871e+18,144.631874355108,-0.948359648006376,QSO,2,train
1237646795984994523,8.388068218208803e+18,109.560476496895,-0.873483780698012,STAR,0,train
1237646706354553391,8.171908903149525e+18,99.9209974488768,-0.601500463051517,STAR,0,test
1237645943979114736,1.3984705373064663e+18,56.8804515282191,0.952318946090926,GALAXY,1,train
1237646647297179724,8.974497409820529e+17,71.3055672638594,0.109628284651684,STAR,0,val
1237646586638632090,1.4029920304554578e+18,85.9570124033777,-0.0832621861161816,STAR,0,val
1237648705123909914,4.552243765507807e+18,206.150613648873,0.556608733774623,QSO,2,train
1237646586632405603,8.973958649122918e+17,71.8319783839104,-0.149860035742381,QSO,2,test
1237645943979049162,1.3995854425835704e+18,56.6793786849622,0.981203828089436,GALAXY,1,val
1237646587714405024,1.4052889102291046e+18,90.5790958150046,0.743683104977073,STAR,0,val
1237646588250162123,1.4041434637918802e+18,88.0459779064843,1.19479544628289,STAR,0,train
1237646379932124268,1.417558334545881e+18,94.8070707519853,-0.784310786589214,STAR,0,train
1237646587710538208,8.175196992638835e+18,81.8328605774899,0.78762631938326,GALAXY,1,train
1237648704596739014,4.519549787255888e+18,228.294453977006,0.188781684305566,QSO,2,test
1237646748751627037,1.4039980533791068e+18,88.6966547500257,-1.04297598516962,STAR,0,train
1237648705125679286,4.545456480246323e+18,210.150179110943,0.427761607549183,QSO,2,val
1237646647297900921,8.975066407087903e+17,72.9066835522373,0.20028915190962,STAR,0,train
1237648702974197818,3.344604749197742e+17,201.107032308321,-1.0880457114185,GALAXY,1,train
1237646797600392658,5.342597741838359e+18,120.557033726631,0.545418422070101,GALAXY,1,train
1237646796521670657,8.38808553551694e+18,109.22805350982,-0.284016029094129,STAR,0,val
1237648673995489776,3.896056515144192e+17,244.330869157811,-0.0819928237445058,GALAXY,1,val
1237648703511003437,4.560001369277487e+18,200.963389955165,-0.650067828660342,QSO,2,train
1237648674511847780,4.562168231834704e+18,197.494747923595,0.233983221438235,GALAXY,1,train
1237646586640467579,1.4051520210314465e+18,90.1793988969388,-0.163564152649185,STAR,0,test
1237646795992073042,1.2993613868659118e+18,125.720603952202,-0.683090930243939,STAR,0,train
1237648720138600906,4.2561524244301967e+18,137.984211413202,-0.861212508372006,QSO,2,train
1237646585565479187,8.170689820521421e+18,87.3779575939536,-0.832667322788709,STAR,0,val
1237645943978656051,1.837615483034036e+18,55.849477799864,1.0399028782521,GALAXY,1,val
1237646798138508304,5.391033153136908e+18,123.327465952902,0.899981534519096,GALAXY,1,val
1237648705132036396,6.069375991976038e+17,224.738021269824,0.547463963574444,QSO,2,train
1237645942905766350,1.3996291481707745e+18,57.7228443140538,0.0637326787832327,GALAXY,1,train
1237645943978983670,1.3028325376928256e+18,56.4863428125507,0.993618830746429,GALAXY,1,train
1237648674532492137,3.89714778043476e+17,244.683647759789,0.355311644480782,GALAXY,1,train
1237646585565282388,8.17071236050979e+18,86.8924406129651,-0.88047575898672,STAR,0,train
1237648703512576321,4.555419704425208e+18,204.438898978994,-0.730349335361813,QSO,2,train
1237646381542736528,1.4175517374761144e+18,94.7565956627187,0.545980638989672,STAR,0,val
1237648705122599714,4.555566764105423e+18,203.191647746704,0.461225088646231,QSO,2,val
1237646793310601676,8.172049090882066e+18,101.965979409588,0.473721320171832,QSO,2,train
1237648705136690215,4.512813074915547e+18,235.39970363449,0.625792936341877,QSO,2,val
1237648705131118731,4.5239115497490575e+18,222.652655608502,0.62341251347713,QSO,2,train
1237645943977541802,4.673587177471611e+17,53.2679052316805,1.04734827470462,GALAXY,1,train
1237646586637190078,1.400661585294289e+18,82.7065038408077,-0.185894189725572,STAR,0,train
1237645943978852711,1.837626478150314e+18,56.3009212729272,0.968080111431083,STAR,0,train
1237646587174912745,1.4018845354901115e+18,84.7024762821628,0.424590254580873,STAR,0,train
1237646647297769992,8.974961953483264e+17,72.5936601809734,0.0808387871329528,QSO,2,train
1237648705651277877,3.2435981203907584e+17,184.475789380533,0.946326091262457,QSO,2,train
1237646588248064574,2.3329880847040123e+18,83.2702478833849,1.21826518746285,STAR,0,train
1237646587713618799,1.4052157927058575e+18,88.7608275214821,0.759062592617008,STAR,0,test
1237646794381525090,1.4176702098540073e+18,95.5192514673748,1.32921179338552,STAR,0,train
1237645943978590416,1.709239802919938e+18,55.6289395643817,0.997947392930122,STAR,0,train
1237646586640008502,1.4051877551593492e+18,89.0898823858939,-0.0171799398308321,STAR,0,train
1237648702979113789,4.541969654063848e+18,212.262655751059,-1.22578670285616,GALAXY,1,train
1237646794377462616,8.170849249707448e+18,86.3452824319056,1.29056883364526,STAR,0,train
1237648705667072191,3.4582089896980685e+17,220.559541976225,0.96100159016008,QSO,2,train
1237645943973675064,1.7025165776996536e+18,44.3930863885556,0.957840268246863,STAR,0,train
1237648703507202354,4.25493966280277e+18,192.187679235546,-0.772046706919881,QSO,2,val
1237646796526452757,5.342505932617439e+18,120.022955895467,-0.374464705826443,GALAXY,1,train
1237646586637452521,2.332910844012161e+18,83.2984467136695,-0.106157104733437,STAR,0,val
1237646587176485330,1.4041599564662968e+18,88.2167610046097,0.236745202182176,STAR,0,train
